size,time_us
75000,13321
75100,13287
75200,13077
75300,13159
75400,13179
75500,13200
75600,13267
75700,13544
75800,13418
75900,13164
76000,16113
76100,13371
76200,13417
76300,14434
76400,13338
76500,13692
76600,13309
76700,13272
76800,13367
76900,13279
77000,13578
77100,18827
77200,13546
77300,13727
77400,13511
77500,13475
77600,13481
77700,13581
77800,13627
77900,13550
78000,13785
78100,13788
78200,13482
78300,13637
78400,13750
78500,13809
78600,13821
78700,13603
78800,13712
78900,14176
79000,14020
79100,14127
79200,13995
79300,14030
79400,17407
79500,14183
79600,13880
79700,14008
79800,13853
79900,13951
80000,13855
80100,14068
80200,14597
80300,14377
80400,13990
80500,13806
80600,14147
80700,14042
80800,14308
80900,14043
81000,14424
81100,14502
81200,14328
81300,14187
81400,14546
81500,14486
81600,15091
81700,14280
81800,14284
81900,14227
82000,14328
82100,14224
82200,14261
82300,14336
82400,14423
82500,14356
82600,14317
82700,14476
82800,14322
82900,14553
83000,16540
83100,16743
83200,14331
83300,14865
83400,14539
83500,22670
83600,14626
83700,14544
83800,14600
83900,14738
84000,14775
84100,14709
84200,14762
84300,14753
84400,14772
84500,15043
84600,14716
84700,15105
84800,15015
84900,15187
85000,14973
85100,15009
85200,14877
85300,14804
85400,14828
85500,14852
85600,14949
85700,15015
85800,14880
85900,14982
86000,14864
86100,14880
86200,15011
86300,15132
86400,14981
86500,15430
86600,15406
86700,15372
86800,15647
86900,15189
87000,15254
87100,15168
87200,15082
87300,15484
87400,15116
87500,15488
87600,15321
87700,15182
87800,15438
87900,15350
88000,15305
88100,15584
88200,15693
88300,15446
88400,15226
88500,15782
88600,15494
88700,15985
88800,15584
88900,15471
89000,15721
89100,17504
89200,16038
89300,15667
89400,15499
89500,15617
89600,15447
89700,15612
89800,15786
89900,15559
90000,15880
90100,16132
90200,15824
90300,15899
90400,15617
90500,15885
90600,15676
90700,15600
90800,15865
90900,21008
91000,16352
91100,15917
91200,15894
91300,16153
91400,15852
91500,15876
91600,15852
91700,15871
91800,16092
91900,16123
92000,16176
92100,16311
92200,15898
92300,16033
92400,16143
92500,15877
92600,16194
92700,16176
92800,19289
92900,16304
93000,17011
93100,16652
93200,16139
93300,16466
93400,16034
93500,16099
93600,16281
93700,16430
93800,18027
93900,18695
94000,16237
94100,16658
94200,16547
94300,16547
94400,16769
94500,16482
94600,16674
94700,16326
94800,16528
94900,16618
95000,16417
95100,16560
95200,16748
95300,16525
95400,16777
95500,16343
95600,16750
95700,22770
95800,16916
95900,16681
96000,16913
96100,16679
96200,16620
96300,16766
96400,16858
96500,16845
96600,18827
96700,16752
96800,16905
96900,17215
97000,17294
97100,16776
97200,16861
97300,17238
97400,17183
97500,16713
97600,16996
97700,17022
97800,17041
97900,16794
98000,18053
98100,17618
98200,17191
98300,17123
98400,17396
98500,17226
98600,17369
98700,17276
98800,17264
98900,21720
99000,17123
99100,17433
99200,17509
99300,17390
99400,17254
99500,17577
99600,17414
99700,17279
99800,17361
99900,17348
100000,17354
